merchant_id,name_en,name_ar,category,in_directory,descriptor_patterns,amount_mean,amount_std,recurrence,aggregator,cities
M0362,Khobar Mall 51,مول الخبر 51,shopping,False,"[""KHOBAR MALL 51"", ""KHOBARMALL51"", ""KHOBAR_MALL_51"", ""KM5""]",435.68,261.41,none,,"[""DMM"", ""TABUK""]"
M0363,Khobar Government Office,مكتب حكومي الخبر,government,False,"[""KGO"", ""KHOBAR GOVERNMENT OFFICE"", ""KHOBARGOVERNMENTOFFICE"", ""KHOBAR_GOVERNMENT_OFFICE""]",288.91,173.35,none,,"[""ABHA"", ""NJRAN""]"
M0364,Khobar Grocery,بقالة الخبر,groceries,True,"[""KG"", ""KHOBAR GROCERY"", ""KHOBARGROCERY"", ""KHOBAR_GROCERY"", ""SP*KHOBARGR""]",225.38,112.69,none,,"[""KHOBAR"", ""MAD"", ""MAK""]"
M0365,Mad Store 91,متجر المدينة 91,shopping,False,"[""MAD STORE 91"", ""MADSTORE91"", ""MAD_STORE_91"", ""MS9""]",219.79,131.87,none,,"[""NJRAN""]"
M0366,Hail Supermarket 74,سوبر ماركت حائل 74,groceries,True,"[""HAIL SUPERMARKET 74"", ""HAILSUPERMARKET74"", ""HAIL_SUPERMARKET_74"", ""HS7"", ""SP*HAILSUPE""]",310.5,155.25,none,,"[""HAIL"", ""MAD"", ""MAK""]"
M0367,Hail Grill,مشوي حائل,food,False,"[""HAIL GRILL"", ""HAILGRILL"", ""HAIL_GRILL"", ""HG""]",19.73,7.89,none,,"[""MAK"", ""RYD""]"
M0368,Khobar Diner,مطعم شعبي الخبر,food,False,"[""KD"", ""KHOBAR DINER"", ""KHOBARDINER"", ""KHOBAR_DINER""]",76.42,30.57,none,HUNGERSTATION,"[""DMM"", ""MAK""]"
M0369,Khobar Medical Center,مركز طبي الخبر,health,False,"[""KHOBAR MEDICAL CENTER"", ""KHOBARMEDICALCENTER"", ""KHOBAR_MEDICAL_CENTER"", ""KMC"", ""SP*KHOBARME""]",196.15,98.08,none,,"[""DMM"", ""KHOBAR""]"
M0370,Ryd Kitchen,مطبخ الرياض,food,True,"[""RK"", ""RYD KITCHEN"", ""RYDKITCHEN"", ""RYD_KITCHEN"", ""SP*RYDKITCH""]",30.84,12.34,none,,"[""JED"", ""KHOBAR"", ""MAK""]"
M0371,Njran Eatery,مطعم صغير نجران,food,True,"[""NE"", ""NJRAN EATERY"", ""NJRANEATERY"", ""NJRAN_EATERY"", ""SP*NJRANEAT""]",46.4,18.56,none,HUNGERSTATION,"[""HAIL""]"
M0372,Hail Mart,تموينات حائل,groceries,True,"[""HAIL MART"", ""HAILMART"", ""HAIL_MART"", ""HM"", ""SP*HAILMART""]",229.22,114.61,none,,"[""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0373,Mak Mall,مول مكة,shopping,True,"[""MAK MALL"", ""MAKMALL"", ""MAK_MALL"", ""MM""]",162.49,97.49,none,,"[""NJRAN""]"
M0374,Tabuk Store 65,متجر تبوك 65,shopping,False,"[""TABUK STORE 65"", ""TABUKSTORE65"", ""TABUK_STORE_65"", ""TS6""]",663.82,398.29,none,,"[""HAIL"", ""JIZAN""]"
M0375,Virgin Megastore,فيرجن ميجاستور,shopping,True,"[""SP*VIRGINME"", ""VIRGIN MEGASTORE"", ""VIRGINMEGASTORE"", ""VIRGIN_MEGASTORE"", ""VM""]",614.78,368.87,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0376,Tif Medical Center 52,مركز طبي الطائف 52,health,False,"[""TIF MEDICAL CENTER 52"", ""TIFMEDICALCENTER52"", ""TIF_MEDICAL_CENTER_52"", ""TMC5""]",389.78,194.89,none,,"[""NJRAN""]"
M0377,Jizan Cafe,مقهى جازان,food,True,"[""JC"", ""JIZAN CAFE"", ""JIZANCAFE"", ""JIZAN_CAFE"", ""SP*JIZANCAF""]",27.94,11.18,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD""]"
M0378,Qassim Parking 70,موقف سيارات القصيم 70,transport,True,"[""QASSIM PARKING 70"", ""QASSIMPARKING70"", ""QASSIM_PARKING_70"", ""QP7""]",81.34,36.6,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0379,Qassim Mart 80,تموينات القصيم 80,groceries,False,"[""QASSIM MART 80"", ""QASSIMMART80"", ""QASSIM_MART_80"", ""QM8""]",79.07,39.53,none,,"[""ABHA"", ""JIZAN"", ""QASSIM""]"
M0380,Yanbu Outlet,آوتلت ينبع,shopping,False,"[""YANBU OUTLET"", ""YANBUOUTLET"", ""YANBU_OUTLET"", ""YO""]",272.01,163.21,none,,"[""QASSIM""]"
M0381,PlayStation Store,بلايستيشن ستور,entertainment,True,"[""PLAYSTATION STORE"", ""PLAYSTATIONSTORE"", ""PLAYSTATION_STORE"", ""PS"", ""SP*PLAYSTAT""]",80.31,24.09,monthly,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0382,Saudi German Hospital,المستشفى السعودي الألماني,health,True,"[""SAUDI GERMAN HOSPITAL"", ""SAUDIGERMANHOSPITAL"", ""SAUDI_GERMAN_HOSPITAL"", ""SGH""]",40.78,20.39,none,,"[""JIZAN"", ""TIF""]"
M0383,Al Tazaj,التازج,food,True,"[""AL TAZAJ"", ""ALTAZAJ"", ""AL_TAZAJ"", ""AT""]",42.35,16.94,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0384,Mak Mart 76,تموينات مكة 76,groceries,True,"[""MAK MART 76"", ""MAKMART76"", ""MAK_MART_76"", ""MM7""]",74.66,37.33,none,,"[""ABHA"", ""HAIL"", ""MAD""]"
M0385,Abha Mall 11,مول أبها 11,shopping,True,"[""ABHA MALL 11"", ""ABHAMALL11"", ""ABHA_MALL_11"", ""AM1""]",685.73,411.44,none,,"[""TIF""]"
M0386,Tabuk Travel Agency 89,وكالة سفريات تبوك 89,travel,True,"[""TABUK TRAVEL AGENCY 89"", ""TABUKTRAVELAGENCY89"", ""TABUK_TRAVEL_AGENCY_89"", ""TTA8""]",2118.2,1059.1,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0387,Ryd Supermarket,سوبر ماركت الرياض,groceries,True,"[""RS"", ""RYD SUPERMARKET"", ""RYDSUPERMARKET"", ""RYD_SUPERMARKET""]",82.92,41.46,none,,"[""JIZAN"", ""TABUK""]"
M0388,Hail Utility Co,مرافق حائل,bills,True,"[""HAIL UTILITY CO"", ""HAILUTILITYCO"", ""HAIL_UTILITY_CO"", ""HUC""]",208.75,73.06,monthly,,"[""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0389,Ryd Eatery,مطعم صغير الرياض,food,True,"[""RE"", ""RYD EATERY"", ""RYDEATERY"", ""RYD_EATERY""]",32.68,13.07,none,,"[""DMM"", ""JED"", ""KHOBAR""]"
M0390,Mad Boutique,بوتيك المدينة,shopping,False,"[""MAD BOUTIQUE"", ""MADBOUTIQUE"", ""MAD_BOUTIQUE"", ""MB""]",272.62,163.57,none,,"[""ABHA"", ""KHOBAR""]"
M0391,Qassim Shop,محل القصيم,shopping,False,"[""QASSIM SHOP"", ""QASSIMSHOP"", ""QASSIM_SHOP"", ""QS""]",621.48,372.89,none,,"[""KHOBAR"", ""TABUK""]"
M0392,Yanbu Academy,أكاديمية ينبع,education,True,"[""SP*YANBUACA"", ""YA"", ""YANBU ACADEMY"", ""YANBUACADEMY"", ""YANBU_ACADEMY""]",2087.7,1043.85,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0393,Mad Medical Center,مركز طبي المدينة,health,True,"[""MAD MEDICAL CENTER"", ""MADMEDICALCENTER"", ""MAD_MEDICAL_CENTER"", ""MMC""]",83.49,41.74,none,,"[""JED"", ""NJRAN"", ""YANBU""]"
M0394,Mak Institute,معهد مكة,education,False,"[""MAK INSTITUTE"", ""MAKINSTITUTE"", ""MAK_INSTITUTE"", ""MI""]",832.86,416.43,none,,"[""DMM"", ""HAIL"", ""JIZAN""]"
M0395,Khobar Medical Center 54,مركز طبي الخبر 54,health,False,"[""KHOBAR MEDICAL CENTER 54"", ""KHOBARMEDICALCENTER54"", ""KHOBAR_MEDICAL_CENTER_54"", ""KMC5""]",277.69,138.84,none,,"[""QASSIM"", ""YANBU""]"
M0396,Ryd Pharmacy,صيدلية الرياض,health,False,"[""RP"", ""RYD PHARMACY"", ""RYDPHARMACY"", ""RYD_PHARMACY""]",416.84,208.42,none,,"[""HAIL""]"
M0397,Mad Cinema,سينما المدينة,entertainment,False,"[""MAD CINEMA"", ""MADCINEMA"", ""MAD_CINEMA"", ""MC""]",35.96,10.79,none,,"[""NJRAN"", ""YANBU""]"
M0398,Tif Academy,أكاديمية الطائف,education,True,"[""SP*TIFACADE"", ""TA"", ""TIF ACADEMY"", ""TIFACADEMY"", ""TIF_ACADEMY""]",1214.19,607.1,none,,"[""DMM"", ""MAD"", ""MAK""]"
M0399,Yanbu Boutique 59,بوتيك ينبع 59,shopping,True,"[""SP*YANBUBOU"", ""YANBU BOUTIQUE 59"", ""YANBUBOUTIQUE59"", ""YANBU_BOUTIQUE_59"", ""YB5""]",611.81,367.09,none,,"[""NJRAN""]"
M0400,Tabuk Mall,مول تبوك,shopping,False,"[""SP*TABUKMAL"", ""TABUK MALL"", ""TABUKMALL"", ""TABUK_MALL"", ""TM""]",612.78,367.67,none,,"[""NJRAN"", ""TIF""]"
M0401,Jizan Bistro,بيسترو جازان,food,True,"[""JB"", ""JIZAN BISTRO"", ""JIZANBISTRO"", ""JIZAN_BISTRO"", ""SP*JIZANBIS""]",17.69,7.08,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0402,Yanbu Tours,رحلات ينبع,travel,False,"[""YANBU TOURS"", ""YANBUTOURS"", ""YANBU_TOURS"", ""YT""]",487.16,243.58,none,,"[""KHOBAR""]"
M0403,Tabuk Travel Agency 87,وكالة سفريات تبوك 87,travel,True,"[""TABUK TRAVEL AGENCY 87"", ""TABUKTRAVELAGENCY87"", ""TABUK_TRAVEL_AGENCY_87"", ""TTA8""]",1597.75,798.88,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0404,Qassim Academy,أكاديمية القصيم,education,False,"[""QA"", ""QASSIM ACADEMY"", ""QASSIMACADEMY"", ""QASSIM_ACADEMY"", ""SP*QASSIMAC""]",257.58,128.79,none,,"[""YANBU""]"
M0405,Abha Service Center,مركز خدمة أبها,government,True,"[""ABHA SERVICE CENTER"", ""ABHASERVICECENTER"", ""ABHA_SERVICE_CENTER"", ""ASC"", ""SP*ABHASERV""]",51.5,30.9,none,,"[""DMM"", ""JED"", ""MAD""]"
M0406,Jed Mart,تموينات جدة,groceries,False,"[""JED MART"", ""JEDMART"", ""JED_MART"", ""JM""]",166.24,83.12,none,,"[""DMM"", ""RYD"", ""TABUK""]"
M0407,Khobar Outlet,آوتلت الخبر,shopping,True,"[""KHOBAR OUTLET"", ""KHOBAROUTLET"", ""KHOBAR_OUTLET"", ""KO""]",613.01,367.81,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0408,Qassim Restaurant,مطعم القصيم,food,False,"[""QASSIM RESTAURANT"", ""QASSIMRESTAURANT"", ""QASSIM_RESTAURANT"", ""QR""]",21.99,8.8,none,,"[""HAIL"", ""JED""]"
M0409,Mad Clinic,عيادة المدينة,health,True,"[""MAD CLINIC"", ""MADCLINIC"", ""MAD_CLINIC"", ""MC""]",113.77,56.88,none,,"[""DMM"", ""KHOBAR"", ""MAK""]"
M0410,Al Romansiah,الرومانسية,food,True,"[""AL ROMANSIAH"", ""ALROMANSIAH"", ""AL_ROMANSIAH"", ""AR"", ""SP*ALROMANS""]",35.75,14.3,none,,"[""DMM"", ""JIZAN""]"
M0411,Qassim Training Center,مركز تدريب القصيم,education,True,"[""QASSIM TRAINING CENTER"", ""QASSIMTRAININGCENTER"", ""QASSIM_TRAINING_CENTER"", ""QTC""]",1711.56,855.78,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0412,Tif Parking,موقف سيارات الطائف,transport,False,"[""SP*TIFPARKI"", ""TIF PARKING"", ""TIFPARKING"", ""TIF_PARKING"", ""TP""]",64.14,28.86,none,,"[""KHOBAR""]"
M0413,Tawakkalna,توكلنا,government,True,"[""TAWAKKALNA""]",37.14,22.28,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0414,Hardee's,هارديز,food,False,"[""HARDEES""]",84.48,33.79,none,MRSOOL,"[""MAK"", ""TIF""]"
M0415,Jed Bakery,مخبز جدة,food,False,"[""JB"", ""JED BAKERY"", ""JEDBAKERY"", ""JED_BAKERY""]",75.54,30.22,none,,"[""HAIL"", ""NJRAN"", ""TABUK""]"
M0416,Ryd Tours,رحلات الرياض,travel,True,"[""RT"", ""RYD TOURS"", ""RYDTOURS"", ""RYD_TOURS""]",2020.51,1010.25,none,,"[""JED"", ""MAK"", ""RYD""]"
M0417,Yanbu Clinic,عيادة ينبع,health,True,"[""YANBU CLINIC"", ""YANBUCLINIC"", ""YANBU_CLINIC"", ""YC""]",382.47,191.24,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0418,Zain,زين,telecom,True,"[""ZAIN""]",82.0,24.6,monthly,,"[""JED"", ""NJRAN"", ""TIF""]"
M0419,Tif Gas Station 72,محطة بنزين الطائف 72,transport,True,"[""TGS7"", ""TIF GAS STATION 72"", ""TIFGASSTATION72"", ""TIF_GAS_STATION_72""]",90.95,40.93,none,,"[""KHOBAR"", ""MAD""]"
M0420,Jed Restaurant,مطعم جدة,food,True,"[""JED RESTAURANT"", ""JEDRESTAURANT"", ""JED_RESTAURANT"", ""JR""]",48.06,19.22,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0421,Qassim Mall,مول القصيم,shopping,False,"[""QASSIM MALL"", ""QASSIMMALL"", ""QASSIM_MALL"", ""QM""]",321.85,193.11,none,,"[""ABHA"", ""NJRAN"", ""YANBU""]"
M0422,Hail Cinema 94,سينما حائل 94,entertainment,True,"[""HAIL CINEMA 94"", ""HAILCINEMA94"", ""HAIL_CINEMA_94"", ""HC9"", ""SP*HAILCINE""]",57.33,17.2,none,,"[""JIZAN"", ""TIF""]"
M0423,Shahid,شاهد,entertainment,True,"[""SHAHID"", ""SHAHID VIP""]",40,6,monthly,,"[""MAK"", ""QASSIM""]"
M0424,Khobar Mobile Shop,محل جوالات الخبر,telecom,True,"[""KHOBAR MOBILE SHOP"", ""KHOBARMOBILESHOP"", ""KHOBAR_MOBILE_SHOP"", ""KMS""]",121.66,36.5,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0425,Khobar Club,نادي الخبر,entertainment,True,"[""KC"", ""KHOBAR CLUB"", ""KHOBARCLUB"", ""KHOBAR_CLUB""]",73.47,22.04,none,,"[""KHOBAR""]"
M0426,Ryd Eatery 49,مطعم صغير الرياض 49,food,True,"[""RE4"", ""RYD EATERY 49"", ""RYDEATERY49"", ""RYD_EATERY_49""]",16.22,6.49,none,,"[""JED"", ""NJRAN"", ""TABUK""]"
M0427,Hail Game Zone 26,صالة ألعاب حائل 26,entertainment,True,"[""HAIL GAME ZONE 26"", ""HAILGAMEZONE26"", ""HAIL_GAME_ZONE_26"", ""HGZ2""]",74.76,22.43,none,,"[""HAIL"", ""KHOBAR"", ""TIF""]"
M0428,Njran Store,محل بقالة نجران,groceries,False,"[""NJRAN STORE"", ""NJRANSTORE"", ""NJRAN_STORE"", ""NS""]",68.78,34.39,none,,"[""HAIL"", ""MAD"", ""YANBU""]"
M0429,Dmm Medical Center,مركز طبي الدمام,health,True,"[""DMC"", ""DMM MEDICAL CENTER"", ""DMMMEDICALCENTER"", ""DMM_MEDICAL_CENTER""]",362.57,181.28,none,,"[""DMM"", ""JED"", ""RYD""]"
M0430,Jizan Store 90,متجر جازان 90,shopping,True,"[""JIZAN STORE 90"", ""JIZANSTORE90"", ""JIZAN_STORE_90"", ""JS9""]",380.51,228.31,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0431,Dmm Restaurant,مطعم الدمام,food,True,"[""DMM RESTAURANT"", ""DMMRESTAURANT"", ""DMM_RESTAURANT"", ""DR""]",77.23,30.89,none,MRSOOL,"[""DMM"", ""KHOBAR"", ""RYD""]"
M0432,NWC (water),المياه الوطنية,bills,True,"[""NWC"", ""SADAD-NWC""]",110,40,monthly,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0433,Ryd Boutique,بوتيك الرياض,shopping,False,"[""RB"", ""RYD BOUTIQUE"", ""RYDBOUTIQUE"", ""RYD_BOUTIQUE""]",353.41,212.05,none,,"[""JED"", ""YANBU""]"
M0434,Njran Club,نادي نجران,entertainment,False,"[""NC"", ""NJRAN CLUB"", ""NJRANCLUB"", ""NJRAN_CLUB"", ""SP*NJRANCLU""]",26.88,8.06,none,,"[""YANBU""]"
M0435,Jizan Grocery,بقالة جازان,groceries,True,"[""JG"", ""JIZAN GROCERY"", ""JIZANGROCERY"", ""JIZAN_GROCERY""]",110.77,55.38,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0436,Subway,صب واي,food,True,"[""SP*SUBWAY"", ""SUBWAY""]",27.35,10.94,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0437,Tabuk Game Zone,صالة ألعاب تبوك,entertainment,True,"[""SP*TABUKGAM"", ""TABUK GAME ZONE"", ""TABUKGAMEZONE"", ""TABUK_GAME_ZONE"", ""TGZ""]",32.66,9.8,none,,"[""ABHA"", ""JED"", ""TABUK""]"
M0438,Dmm Gas Station,محطة بنزين الدمام,transport,True,"[""DGS"", ""DMM GAS STATION"", ""DMMGASSTATION"", ""DMM_GAS_STATION"", ""SP*DMMGASST""]",133.66,60.15,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0439,Jed Mall 74,مول جدة 74,shopping,True,"[""JED MALL 74"", ""JEDMALL74"", ""JED_MALL_74"", ""JM7""]",476.01,285.61,none,,"[""DMM"", ""JIZAN"", ""TIF""]"
M0440,Udemy,يوديمي,education,True,"[""SP*UDEMY"", ""UDEMY""]",1545.46,772.73,monthly,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0441,Half Million,نص مليون,food,True,"[""HALF MILLION"", ""HALFMILLION""]",43.49,17.4,none,,"[""HAIL"", ""MAD"", ""TIF""]"
M0442,Pizza Hut,بيتزا هت,food,True,"[""PH"", ""PIZZA HUT"", ""PIZZAHUT"", ""PIZZA_HUT""]",50.03,20.01,none,,"[""RYD""]"
M0443,Jed Pharmacy,صيدلية جدة,health,True,"[""JED PHARMACY"", ""JEDPHARMACY"", ""JED_PHARMACY"", ""JP"", ""SP*JEDPHARM""]",216.24,108.12,none,,"[""DMM"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0444,Jed Mall 25,مول جدة 25,shopping,True,"[""JED MALL 25"", ""JEDMALL25"", ""JED_MALL_25"", ""JM2"", ""SP*JEDMALL2""]",186.13,111.68,none,,"[""HAIL"", ""QASSIM""]"
M0445,Sadad Traffic Fines,ساداد مخالفات مرورية,government,True,"[""SADAD TRAFFIC FINES"", ""SADADTRAFFICFINES"", ""SADAD_TRAFFIC_FINES"", ""STF""]",370.13,222.08,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0446,Mad Eatery,مطعم صغير المدينة,food,True,"[""MAD EATERY"", ""MADEATERY"", ""MAD_EATERY"", ""ME""]",41.46,16.58,none,JAHEZ,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0447,Nahdi,النهدي,health,True,"[""NAHDI"", ""AL NAHDI PHARMACY""]",430.47,215.24,none,,"[""TABUK""]"
M0448,Ryd Bistro,بيسترو الرياض,food,False,"[""RB"", ""RYD BISTRO"", ""RYDBISTRO"", ""RYD_BISTRO"", ""SP*RYDBISTR""]",65.82,26.33,none,,"[""MAD"", ""TABUK""]"
M0449,Tif Shop,محل الطائف,shopping,False,"[""SP*TIFSHOP"", ""TIF SHOP"", ""TIFSHOP"", ""TIF_SHOP"", ""TS""]",335.49,201.29,none,,"[""MAK"", ""QASSIM""]"
M0450,Jizan Mobile Shop,محل جوالات جازان,telecom,True,"[""JIZAN MOBILE SHOP"", ""JIZANMOBILESHOP"", ""JIZAN_MOBILE_SHOP"", ""JMS""]",199.58,59.87,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0451,Jizan Outlet 71,آوتلت جازان 71,shopping,True,"[""JIZAN OUTLET 71"", ""JIZANOUTLET71"", ""JIZAN_OUTLET_71"", ""JO7""]",332.1,199.26,none,,"[""MAD""]"
M0452,Jizan Fuel Station,محطة وقود جازان,transport,True,"[""JFS"", ""JIZAN FUEL STATION"", ""JIZANFUELSTATION"", ""JIZAN_FUEL_STATION""]",175.78,79.1,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0453,Khobar Fuel Station,محطة وقود الخبر,transport,False,"[""KFS"", ""KHOBAR FUEL STATION"", ""KHOBARFUELSTATION"", ""KHOBAR_FUEL_STATION""]",60.2,27.09,none,,"[""MAK"", ""QASSIM"", ""TABUK""]"
M0454,Tabuk Outlet,آوتلت تبوك,shopping,True,"[""SP*TABUKOUT"", ""TABUK OUTLET"", ""TABUKOUTLET"", ""TABUK_OUTLET"", ""TO""]",115.48,69.29,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0455,Tif Service Center,مركز خدمة الطائف,government,True,"[""TIF SERVICE CENTER"", ""TIFSERVICECENTER"", ""TIF_SERVICE_CENTER"", ""TSC""]",193.91,116.35,none,,"[""KHOBAR"", ""MAD"", ""RYD""]"
M0456,Tabuk Game Zone 20,صالة ألعاب تبوك 20,entertainment,True,"[""TABUK GAME ZONE 20"", ""TABUKGAMEZONE20"", ""TABUK_GAME_ZONE_20"", ""TGZ2""]",71.52,21.46,none,,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
M0457,Jed Institute 24,معهد جدة 24,education,True,"[""JED INSTITUTE 24"", ""JEDINSTITUTE24"", ""JED_INSTITUTE_24"", ""JI2"", ""SP*JEDINSTI""]",430.48,215.24,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0458,Jed Mall,مول جدة,shopping,True,"[""JED MALL"", ""JEDMALL"", ""JED_MALL"", ""JM""]",686.03,411.62,none,,"[""JIZAN"", ""NJRAN""]"
M0459,Dmm Training Center,مركز تدريب الدمام,education,False,"[""DMM TRAINING CENTER"", ""DMMTRAININGCENTER"", ""DMM_TRAINING_CENTER"", ""DTC"", ""SP*DMMTRAIN""]",1866.66,933.33,none,,"[""HAIL"", ""TABUK""]"
M0460,Dr. Cafe,دكتور كافيه,food,True,"[""DC"", ""DR. CAFE"", ""DR._CAFE"", ""DRCAFE""]",34.8,13.92,none,,"[""HAIL""]"
M0461,flyadeal,طيران أديل,travel,True,"[""FLYADEAL"", ""SP*FLYADEAL""]",748.6,374.3,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0462,Jed Taxi Service,تاكسي جدة,transport,True,"[""JED TAXI SERVICE"", ""JEDTAXISERVICE"", ""JED_TAXI_SERVICE"", ""JTS""]",79.75,35.89,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0463,Molano,مولانو,food,False,"[""MOLANO""]",71.21,28.48,none,HUNGERSTATION,"[""TIF""]"
M0464,Seera Group,مجموعة سيرا,travel,True,"[""SEERA GROUP"", ""SEERAGROUP"", ""SEERA_GROUP"", ""SG""]",1340.44,670.22,none,,"[""ABHA"", ""NJRAN"", ""TIF""]"
M0465,Uber,أوبر,transport,True,"[""UBER"", ""UBER*TRIP""]",111.21,50.04,none,,"[""DMM"", ""MAD""]"
M0466,Hail Travel Agency 16,وكالة سفريات حائل 16,travel,True,"[""HAIL TRAVEL AGENCY 16"", ""HAILTRAVELAGENCY16"", ""HAIL_TRAVEL_AGENCY_16"", ""HTA1""]",2116.03,1058.02,none,,"[""TIF""]"
M0467,STC TV,إس تي سي تي في,entertainment,False,"[""ST"", ""STC TV"", ""STCTV"", ""STC_TV""]",40.85,12.26,monthly,,"[""HAIL"", ""KHOBAR"", ""TIF""]"
M0468,Enjaz Station,محطة إنجاز,transport,True,"[""ENJAZ STATION"", ""ENJAZSTATION"", ""ENJAZ_STATION"", ""ES"", ""SP*ENJAZSTA""]",151.47,68.16,none,,"[""HAIL""]"
M0469,Mak Club,نادي مكة,entertainment,True,"[""MAK CLUB"", ""MAKCLUB"", ""MAK_CLUB"", ""MC""]",69.25,20.77,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD""]"
M0470,Extra,اكسترا,shopping,True,"[""EXTRA"", ""EXTRA STORES""]",551.9,331.14,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0471,flynas,طيران ناس,travel,True,"[""FLYNAS""]",450,200,none,,"[""QASSIM""]"
M0472,Ryd Foundation,مؤسسة الرياض,charity,True,"[""RF"", ""RYD FOUNDATION"", ""RYDFOUNDATION"", ""RYD_FOUNDATION""]",103.55,62.13,none,,"[""DMM"", ""HAIL"", ""MAD""]"
M0473,Mad Parking,موقف سيارات المدينة,transport,False,"[""MAD PARKING"", ""MADPARKING"", ""MAD_PARKING"", ""MP""]",148.53,66.84,none,,"[""NJRAN""]"
M0474,Caribou Coffee,كاريبو كوفي,food,True,"[""CARIBOU COFFEE"", ""CARIBOUCOFFEE"", ""CARIBOU_COFFEE"", ""CC""]",23.03,9.21,none,,"[""HAIL"", ""KHOBAR"", ""MAK""]"
M0475,Bin Dawood,بن داود,groceries,True,"[""BD"", ""BIN DAWOOD"", ""BINDAWOOD"", ""BIN_DAWOOD""]",263.37,131.69,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0476,Mak Foundation,مؤسسة مكة,charity,True,"[""MAK FOUNDATION"", ""MAKFOUNDATION"", ""MAK_FOUNDATION"", ""MF""]",364.14,218.48,none,,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
M0477,Njran Mall 52,مول نجران 52,shopping,True,"[""NJRAN MALL 52"", ""NJRANMALL52"", ""NJRAN_MALL_52"", ""NM5"", ""SP*NJRANMAL""]",334.97,200.98,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0478,Dmm Mart 43,تموينات الدمام 43,groceries,False,"[""DM4"", ""DMM MART 43"", ""DMMMART43"", ""DMM_MART_43""]",125.39,62.7,none,,"[""JED"", ""MAD"", ""YANBU""]"
M0479,Mak Diner,مطعم شعبي مكة,food,False,"[""MAK DINER"", ""MAKDINER"", ""MAK_DINER"", ""MD""]",20.73,8.29,none,,"[""NJRAN""]"
M0480,Mad Kitchen,مطبخ المدينة,food,False,"[""MAD KITCHEN"", ""MADKITCHEN"", ""MAD_KITCHEN"", ""MK""]",86.18,34.47,none,HUNGERSTATION,"[""HAIL"", ""RYD"", ""TABUK""]"
